realProfileID,venue,year,title,authors
1513,SIGMOD Record,1999,An Overview and Classification of Mediated Query Systems,"Klaus R. Dittrich, Ruxandra Domenig"
1514,VLDB,2000,Local Dimensionality Reduction: A New Approach to Indexing High Dimensional Spaces,"Kaushik Chakrabarti, Sharad Mehrotra"
1515,SIGMOD Record,2002,Supporting Global User Profiles Through Trusted Authorities,Ibrahim Cingil
1516,SIGMOD Record,1996,MQSeries and CICS Link for Lotus Notes,?
1517,VLDB,2001,The Propel Distributed Services Platform,"Runping Qi, Kuan Yee, Brian Sterling, Nicolas Adiba, Michael J. Carey, David Rieber, Steve Kirsch, Michael Blow, John C. Shafer, Rajendra Panwar, Daniela Florescu, Mary Roth, Dan Wineman, David Li, Bert Van der Linden, Brian Vickery, Ivan Oprencak, Tolga Urhan"
1518,SIGMOD Record,1999,Cost Estimation of User-Defined Methods in Object-Relational Database Systems,"Kinji Ono, Jihad Boulos"
1519,ACM Trans. Database Syst.,1998,Safe Query Languages for Constraint Databases,Peter Z. Revesz
1520,SIGMOD Conference,2003,Gigascope: A Stream Database for Network Applications,"Theodore Johnson, Charles D. Cranor, Oliver Spatscheck, Vladislav Shkapenyuk"
1521,VLDB,2003,From Focused Crawling to Expert Information: an Application Framework for Web Exploration and Portal Generation,"Martin Theobald, Sergej Sizov, Jens Graupmann"
1522,VLDB J.,1998,"Optimizing Relational Queries in Connection Hypergraphs: Nested Queries, Views, and Binding Propagations",Jia Liang Han
1523,SIGMOD Conference,1998,Cost Based Query Scrambling for Initial Delays,"Tolga Urhan, Michael J. Franklin, Laurent Amsaleg"
1524,VLDB,1998,Performance Measurements of Tertiary Storage Devices,"Ethan L. Miller, Theodore Johnson"
1525,VLDB,2003,A System for Keyword Proximity Search on XML Databases,"Tianqiu Wang, Yannis Papakonstantinou, Nick Koudas, Vagelis Hristidis, Andrey Balmin, Divesh Srivastava"
1526,VLDB,2001,RoadRunner: Towards Automatic Data Extraction from Large Web Sites,"Giansalvatore Mecca, Valter Crescenzi, Paolo Merialdo"
1527,SIGMOD Record,2002,From Ternary Relationship to Relational Tables: A Case Against Common Beliefs,Rafael Camps
1528,SIGMOD Conference,2001,SPARTAN: A Model-Based Semantic Compression System for Massive Data Tables,"Shivnath Babu, Rajeev Rastogi, Minos N. Garofalakis"
1529,SIGMOD Conference,1994,Data Replication for Mobile Computers,"A. Prasad Sistla, Ouri Wolfson, Yixiu Huang"
1530,SIGMOD Conference,2000,Benchmarking Queries over Trees: Learning the Hard Truth the Hard Way,"Sophie Cluet, Fanny Wattez, V�ronique Benzaken, Guy Ferran, Christian Fiegel"
1531,SIGMOD Conference,2002,Workflow management with service quality guarantees,"Wolfgang Wonner, Gerhard Weikum, Michael Gillmann"
1532,VLDB,2001,The Long-Term Preservation of Authentic Electronic Records,Luciana Duranti
1533,SIGMOD Conference,1995,Keynote Address,Robert S. Epstein
1534,VLDB,1995,From VLDB to VMLDB (Very MANY Large Data Bases): Dealing with Large-Scale Semantic Heterogenity,Stuart E. Madnick
1535,SIGMOD Conference,2003,TelegraphCQ: Continuous Dataflow Processing,"Mehul A. Shah, Wei Hong, Sirish Chandrasekaran, Samuel Madden, Sailesh Krishnamurthy, Amol Deshpande, Frederick Reiss, Owen Cooper, Joseph M. Hellerstein, Michael J. Franklin"
1536,VLDB,2000,The TreeScape System: Reuse of Pre-Computed Aggregates over Irregular OLAP Hierarchies,"Curtis E. Dyreson, Torben Bach Pedersen, Christian S. Jensen"
1537,VLDB,2003,Temporal Slicing in the Evaluation of XML Queries,"Richard T. Snodgrass, Dengfeng Gao"
1538,SIGMOD Record,1998,Database Techniques for the World-Wide Web: A Survey,"Daniela Florescu, Alberto O. Mendelzon, Alon Y. Levy"
1539,VLDB,2000,Focused Crawling Using Context Graphs,"Frans Coetzee, Steve Lawrence, Michelangelo Diligenti, Marco Gori, C. Lee Giles"
1540,SIGMOD Conference,1999,Efficient Concurrency Control in Multidimensional Access Methods,"Sharad Mehrotra, Kaushik Chakrabarti"
1541,SIGMOD Conference,1995,Design and Implementation of Advanced Knowledge Processing in the KDMS KRISYS (Demonstration Description),"Stefan De�loch, Joachim Thomas, Nelson Mendon�a Mattos"
1542,VLDB,2003,Efficient Query Processing for Multi-Dimensionally Clustered Tables in DB2,"Matthew Huras, Leslie Cranston, Bishwaranjan Bhattacharjee, Sriram Padmanabhan, Timothy Malkemus, Tony Lai"
1543,SIGMOD Record,2003,A Web odyssey: from codd to XML,Victor Vianu
1544,SIGMOD Conference,2000,LOF: Identifying Density-Based Local Outliers,"Hans-Peter Kriegel, Raymond T. Ng, Markus M. Breunig, J�rg Sander"
1545,SIGMOD Conference,2002,Best-effort cache synchronization with source cooperation,"Chris Olston, Jennifer Widom"
1546,SIGMOD Conference,1994,Predictive Dynamic Load Balancing of Parallel and Distributed Rule and Query Processing,"Jae-Jun Hwang, Mauricio A. Hern�ndez, Salvatore J. Stolfo, Hasanat M. Dewan"
1547,VLDB,2003,Tabular Placement of Relational Data on MEMS-based Storage Devices,"Divyakant Agrawal, Amr El Abbadi, Hailing Yu"
1548,VLDB,2003,Efficient Processing of Expressive Node-Selecting Queries on XML Data in Secondary Storage: A Tree Automata-based Approach,Christoph Koch
1549,SIGMOD Record,1995,"Opportunities at ARPA, NSF, and Elsewhere",Xiaolei Qian
1550,SIGMOD Conference,1996,SONAR: System for Optimized Numeric AssociationRules,"Takeshi Tokuyama, Takeshi Fukuda, Yasuhiko Morimoto, Shinichi Morishita"
1551,VLDB J.,2003,Business-to-business interactions: issues and enabling technologies,"Anne H. H. Ngu, Athman Bouguettaya, Brahim Medjahed, Ahmed K. Elmagarmid, Boualem Benatallah"
1552,VLDB,2002,DISCOVER: Keyword Search in Relational Databases,"Vagelis Hristidis, Yannis Papakonstantinou"
1553,VLDB J.,1995,Ordered Shared Locks for Real-Time Databases,"Richard Jeffers, Divyakant Agrawal, Amr El Abbadi, Lijing Lin"
1554,SIGMOD Conference,2002,"Proceedings of the 2002 ACM SIGMOD International Conference on Management of Data, Madison, Wisconsin, June 3-6, 2002",?
1555,SIGMOD Conference,2003,Transparent Mid-Tier Database Caching in SQL Server,"Per-�ke Larson, Jingren Zhou, Jonathan Goldstein"
1556,SIGMOD Conference,2003,Scientific Data Repositories: Designing for a Moving Target,"Etzard Stolte, Thomas R. Gross, Gustavo Alonso, Christoph von Praun"
1557,SIGMOD Conference,1998,The IDEA Web Lab,"Piero Fraternali, Stefano Paraboschi, Stefano Ceri"
1558,SIGMOD Record,1997,Improving Access to Environmental Data Using Context Information,"Anthony Tomasic, Eric Simon"
1559,SIGMOD Conference,1995,VERSANT Replication: Supporting Fault-Tolerant Object Databases,"H. Stephen Au-Yeung, C. P. Chou, Yuh-Ming Shyy"
1560,VLDB,2001,Data Staging for On-Demand Broadcast,"Stanley B. Zdonik, Demet Aksoy, Michael J. Franklin"
1561,SIGMOD Record,1998,Predator: A Resource for Database Research,Praveen Seshadri
1562,VLDB,1995,Hot Block Clustering for Disk Arrays with Dynamic Striping,"Kazuhiko Mogi, Masaru Kitsuregawa"
1563,VLDB,1995,OODB Bulk Loading Revisited: The Partitioned-List Approach,"Jeffrey F. Naughton, Janet L. Wiener"
1564,SIGMOD Record,2003,Design issues and challenges for RDF- and schema-based peer-to-peer systems,"Wolf Siberski, Wolfgang Nejdl, Michael Sintek"
1565,VLDB J.,2000,Dynamic vp-Tree Indexing for n-Nearest Neighbor Search Given Pair-Wise Distances,"Ada Wai-Chee Fu, Yin-Ling Cheung, Yiu Sang Moon, Polly Mei-shuen Chan"
1566,SIGMOD Conference,2000,The MLPQ/GIS Constraint Database System,"Yuguo Liu, Yiming Li, Pradip Kanjamala, Rui Chen, Yonghui Wang, Peter Z. Revesz"
1567,VLDB,2002,The Generalized MDL Approach for Summarization,"Laks V. S. Lakshmanan, Xiaodong Zhou, Raymond T. Ng, Theodore Johnson, Christine Xing Wang"
1568,VLDB,2002,View Invalidation for Dynamic Content Caching in Multitiered Architectures,"K. Sel�uk Candan, Wang-Pin Hsiung, Oliver Po, Divyakant Agrawal, Wen-Syan Li"
1569,VLDB,2002,Maintaining Coherency of Dynamic Data in Cooperating Repositories,"Shetal Shah, Krithi Ramamritham, Prashant J. Shenoy"
1570,SIGMOD Record,2002,TODS Perceptions and Misconceptions,Richard T. Snodgrass
1571,SIGMOD Conference,1996,Estimating Alphanumeric Selectivity in the Presence of Wildcards,"Balakrishna R. Iyer, Jeffrey Scott Vitter, P. Krishnan"
1572,SIGMOD Record,2003,Sensor: the atomic computing particle,Vijay Kumar
1573,SIGMOD Record,1999,FinTime - A Financial Time Series Benchmark,"Kaippallimalil J. Jacob, Dennis Shasha"
1574,SIGMOD Conference,1995,Incremental Maintenance of Views with Duplicates,"Leonid Libkin, Timothy Griffin"
1575,SIGMOD Record,1994,Are the Terms Version and Variant Orthogonal to One Another? A Critical Assessment of the STEP Standardization,Hartmut Wedekind
1576,SIGMOD Record,2000,A Vision of Management of Complex Models,"Rachel Pottinger, Alon Y. Halevy, Philip A. Bernstein"
1577,VLDB J.,2003,Instance-based attribute identification in database integration,"Roger H. L. Chiang, Ee-Peng Lim, Chua Eng Huang Cecil"
1578,SIGMOD Conference,1994,"Self-Adaptive, On-Line Reclustering of Complex Object Data","William J. McIver Jr., Roger King"
1579,SIGMOD Record,2003,Reminiscences on Influential Papers,"Mitch Cherniack, Kenneth A. Ross, Gottfried Vossen"
1580,SIGMOD Record,1995,Calls for Papers and Announcements,?
1581,VLDB,1996,Analysis of n-Dimensional Quadtrees using the Hausdorff Fractal Dimension,"Christos Faloutsos, Volker Gaede"
1582,VLDB,1996,Large Databases for Remote Sensing and GIS,A. R. Dasgupta
1583,VLDB,2000,Biodiversity Informatics Infrastructure: An Information Commons for the Biodiversity Community,"Barbara T. Bauldock, Gladys A. Cotter"
1584,SIGMOD Record,2000,The Implementation and Performance of Compressed Databases,"Till Westmann, Sven Helmer, Guido Moerkotte, Donald Kossmann"
1585,SIGMOD Record,2000,Reminiscences on Influential Papers,"Christos H. Papadimitriou, Anant Jhingran, Yannis E. Ioannidis, Kenneth A. Ross"
1586,VLDB,2000,Managing Intervals Efficiently in Object-Relational Databases,"Thomas Seidl, Marco P�tke, Hans-Peter Kriegel"
1587,SIGMOD Conference,1994,Oracle's Symmetric Replication Technology and Implications for Application Design,"Benny Souder, Bob Jenkins, Lip Boon Doo, Peter Lim, Gordon Smith, Dean Daniels, Curtis Elsbernd, Gary Hallmark, Alan Downing, Jim Stamos, Sandeep Jain"
1588,SIGMOD Conference,2000,XMILL: An Efficient Compressor for XML Data,"Hartmut Liefke, Dan Suciu"
1589,VLDB,1997,Multidimensional Access Methods: Trees Have Grown Everywhere,"Nick Roussopoulos, Christos Faloutsos, Timos K. Sellis"
1590,SIGMOD Conference,2002,Exploiting statistics on query expressions for optimization,"Nicolas Bruno, Surajit Chaudhuri"
1591,VLDB,1994,On Index Selection Schemes for Nested Object Hierarchies,"Sudarshan S. Chawathe, Ming-Syan Chen, Philip S. Yu"
1592,VLDB,1999,The Mirror MMDBMS Architecture,"Mark G. L. M. van Doorn, Arjen P. de Vries, Henk M. Blanken, Peter M. G. Apers"
1593,SIGMOD Record,2000,VLDB Workshop on Technologies in E-Services (TES),"Ming-Chien Shan, Fabio Casati, Umeshwar Dayal"
1594,VLDB J.,1996,Building Knowledge Base Management Systems,"Thodoros Topaloglou, Adel Shrufi, Vinay K. Chaudhri, Dimitris Plexousakis, John Mylopoulos"
1595,SIGMOD Record,2001,Mining System Audit Data: Opportunities and Challenges,"Wei Fan, Wenke Lee"
1596,VLDB,1998,Determining Text Databases to Search in the Internet,"Weiyi Meng, Naphtali Rishe, Clement T. Yu, King-Lup Liu, Xiaodong Wang, Yuhsi Chang"
1597,SIGMOD Conference,1994,The MEDUSA Project: Autonomous Data Management in a Shared-Nothing Parallel Database Machine,"George M. Bryan, J. Geyer, Wayne E. Moore, B. J. Curry, K. W. Lodge"
1598,SIGMOD Conference,2000,How To Roll a Join: Asynchronous Incremental View Maintenance,"Kevin S. Beyer, Roberta Cochrane, Kenneth Salem, Bruce G. Lindsay"
1599,ACM Trans. Database Syst.,1996,Modularization Techniques for Active Rules Design,"Stefano Ceri, Elena Baralis, Stefano Paraboschi"
1600,VLDB,1995,Schema and Database Evolution in the O2 Object Database System,"Fabrizio Ferrandina, Guy Ferran, Thorsten Meyer, Roberto Zicari, Jo�lle Madec"
1601,VLDB,2001,Hyperqueries: Dynamic Distributed Query Processing on the Internet,"Alfons Kemper, Christian Wiesner"
1602,VLDB,1999,Query Optimization for XML,"Jason McHugh, Jennifer Widom"
1603,SIGMOD Conference,1995,Objects and SQL: Strange Relations? Panel,Donald R. Deutsch
1604,VLDB J.,1997,Structured Document Storage and Refined Declarative and Navigational Access Mechanisms in HyperStorM,"Karl Aberer, Xiaoya Yang, Klemens B�hm, Erich J. Neuhold"
1605,SIGMOD Conference,1999,DBIS-Toolkit: Adaptable Middleware for Large Scale Data Delivery,"Demet Aksoy, Mehmet Altinel, Stanley B. Zdonik, Thomas Baby, William Shapiro, Michael J. Franklin"
1606,SIGMOD Conference,2001,Using the Golden Rule of Sampling for Query Estimation,"Amr El Abbadi, Yi-Leh Wu, Divyakant Agrawal"
1607,VLDB,1999,"Active Storage Hierarchy, Database Systems and Applications - Socratic Exegesis","Joel H. Saltz, John Burgess, Felipe Cari�o, William O'Connell"
1608,SIGMOD Conference,1999,Multi-dimensional Selectivity Estimation Using Compressed Histogram Information,"Deok-Hwan Kim, Ju-Hong Lee, Chin-Wan Chung"
1609,SIGMOD Conference,1999,The Jungle Database Search Engine,"Linas Bukauskas, Curtis E. Dyreson, Michael H. B�hlen"
1610,SIGMOD Record,1999,Semantic Video Indexing: Approach and Issue,Arun Hampapur
1611,VLDB,2002,The Denodo Data Integration Platform,"Anastasio Molano, Alberto Pan, Paula Montoto, Juan Raposo, Luc�a Ardao, Manuel �lvarez, Vicente Orjales, �ngel Vi�a, Justo Hidalgo"
1612,SIGMOD Record,2001,XML and Information Retrieval: a SIGIR 2000 Workshop,"Yo�lle S. Maarek, David Carmel, Aya Soffer"
1613,VLDB J.,1999,Deadlock Detection in Distributed Database Systems: A New Algorithm and a Comparative Performance Analysis,"Alfons Kemper, Ehud Gudes, Natalija Krivokapic"
1614,VLDB,2000,Computing Geographical Scopes of Web Resources,"Luis Gravano, Junyan Ding, Narayanan Shivakumar"
1615,SIGMOD Conference,1998,"Developing a High Traffic, Read-Only Web Site","Ray Suorsa, John Nauman"
1616,SIGMOD Conference,1998,Capability Based Mediation in TSIMMIS,"Hector Garcia-Molina, Murty Valiveti, Chen Li, Ramana Yerneni, Jeffrey D. Ullman, Vasilis Vassalos, Yannis Papakonstantinou"
1617,SIGMOD Conference,1996,Rule Languages and Internal Algebras for Rule-Based Optimizers,"Mitch Cherniack, Stanley B. Zdonik"
1618,SIGMOD Record,2002,SQL/XML is Making Good Progress,"Andrew Eisenberg, Jim Melton"
1619,SIGMOD Conference,2000,Tutorial: Data Access,"Anand Deshpande, Jos� A. Blakeley"
1620,VLDB,2001,Navigating large-scale semi-structured data in business portals,"Michel Tourn, Man Abrol, John Wang, Grace Zhang, Jianchang Mao, Uma Mahadevan, Rajat Mukherjee, Prabhakar Raghavan, Neil Latarche"
1621,VLDB,2000,"Social, Educational, and Governmental Change Enabled through Information Technology","Michael Eitan, Valerie Gregg, Carlo Batini, D. B. Phatak, Yeha El Atfi, Krithi Ramamritham"
1622,VLDB,1994,Implementing Lazy Database Updates for an Object Database System,"Fabrizio Ferrandina, Thorsten Meyer, Roberto Zicari"
1623,SIGMOD Record,2002,SQL/MED - A Status Report,"Jan-Eike Michels, Peter M. Schwarz, Krishna G. Kulkarni, Vanja Josifovski, Jim Melton"
1624,SIGMOD Record,2000,ACM-SIGMOD Digital Review,H. V. Jagadish
1625,SIGMOD Conference,1994,Parallel Database Systems in the 1990's,Michael J. Carey
1626,SIGMOD Conference,2002,Partial results for online query processing,"Joseph M. Hellerstein, Vijayshankar Raman"
1627,ACM Trans. Database Syst.,2001,Applying an update method to a set of receivers,"Jan Van den Bussche, Marc Andries, Jan Paredaens, Luca Cabibbo"
1628,SIGMOD Conference,1995,The LyriC Language: Querying Constraint Objects,"Alexander Brodsky, Yoram Kornatzky"
1629,ACM Trans. Database Syst.,1998,An Access Control Model Supporting Periodicity Constraints and Temporal Reasoning,"Elena Ferrari, Pierangela Samarati, Claudio Bettini, Elisa Bertino"
1630,SIGMOD Conference,2001,Epsilon Grid Order: An Algorithm for the Similarity Join on Massive High-Dimensional Data,"Florian Krebs, Christian B�hm, Bernhard Braunm�ller, Hans-Peter Kriegel"
1631,SIGMOD Conference,1999,Versions and Workspaces in Microsoft Repository,"Shankar Pal, Thomas Bergstraesser, Philip A. Bernstein, David Shutt"
1632,SIGMOD Record,1996,Overview of the STanford Real-time Information Processor (STRIP),"Brad Adelberg, Ben Kao, Hector Garcia-Molina"
1633,SIGMOD Conference,1999,The Active MultiSync Controller of the Cubetree Storage Organization,"Yannis Sismanis, Yannis Kotidis, Nick Roussopoulos"
1634,SIGMOD Conference,2001,Data-Driven Understanding and Refinement of Schema Mappings,"Laura M. Haas, Ling-Ling Yan, Ronald Fagin, Ren�e J. Miller"
1635,SIGMOD Conference,1994,Managing Memory for Real-Time Queries,"Miron Livny, Michael J. Carey, HweeHwa Pang"
1636,VLDB J.,2001,E-Services - Guest editorial,"Dimitrios Georgakopoulos, Ming-Chien Shan, Fabio Casati"
1637,SIGMOD Conference,1999,Fast Algorithms for Projected Clustering,"Joel L. Wolf, Cecilia Magdalena Procopiuc, Jong Soo Park, Charu C. Aggarwal, Philip S. Yu"
1638,SIGMOD Conference,2002,Quadtree and R-tree indexes in oracle spatial: a comparison using GIS data,"Kothuri Venkata Ravi Kanth, Siva Ravada, Daniel Abugov"
1639,SIGMOD Record,1999,Design Principles for Data-Intensive Web Sites,"Piero Fraternali, Stefano Paraboschi, Stefano Ceri"
1640,SIGMOD Record,1998,Guest Editor's Introduction,Asuman Dogac
1641,ACM Trans. Database Syst.,1994,Formal Query Languages for Secure Relational Databases,"Marianne Winslett, Kenneth Smith, Xiaolei Qian"
1642,SIGMOD Conference,2000,A Chase Too Far?,"Val Tannen, Arnaud Sahuguet, Alin Deutsch, Lucian Popa"
1643,SIGMOD Record,1994,Trade Press News,Rafael Alonso
1644,SIGMOD Record,2001,SIGMOD 2001 Industry Sessions,"C�sar A. Galindo-Legaria, Michael J. Franklin, Leonard J. Seligman, Guy M. Lohman"
1645,VLDB,2000,Author Index,?
1646,ACM Trans. Database Syst.,1999,Security of Random Data Perturbation Methods,"Krishnamurty Muralidhar, Rathindra Sarathy"
1647,SIGMOD Conference,1997,The InfoSleuth Project,"Marek Rusinkiewicz, Tomasz Ksiezyk, Richard S. Brice, Ray Shea, Vipul Kashyap, Andrzej Cichocki, Mosfeq Rashid, C. Unnikrishnan, Abdelsalam Helal, Amy Unruh, Marian H. Nodine, Jerry Fowler, Darrell Woelk, Gale Martin, Roberto J. Bayardo Jr., William Bohrer"
1648,SIGMOD Conference,1999,DataBlitz Storage Manager: Main Memory Database Performance for Critical Applications,"P. P. S. Narayan, S. Sudarshan, S. Gogate, J. Miller, Abraham Silberschatz, C. Gupta, Jerry Baulier, M. Wilder, Henry F. Korth, Peter McIlroy, S. Haldar, S. Seshadri, Philip Bohannon, C. Wei, A. Khivesera, S. Joshi, Rajeev Rastogi, M. Nemeth"
